0         |Default                                                                                             
415009    |Santiago Estates Cherry Hill                                                                        
415009DW  |Santiago Estates Cherry Hill DW                                                                     
415009NDW |Santiago Estates Cherry Hill NDWMFH                                                                 
415011    |Hambrook MHP - Kennewick                                                                            
415013    |Hood Ave MHP - Kennewick                                                                            
415014    |Volland Manor MHP - Kennewick                                                                       
415015    |Willapa Village MHP- Kennewick                                                                      
415016    |Maxey's MHP - Kennewick                                                                             
416006    |Greenbrier Village - Kenn                                                                           
416006NDW |Greenbrier Village N DW MFH                                                                         
416006NSW |Greenbrier VillageNSW                                                                               
416006SW  |Greenbrier Village SW MFH                                                                           
416008    |Sun Meadows MHP - Kennewick                                                                         
416009    |Santiago Est Cherry Hill -Kenn                                                                      
416064    |Santiago Bridgewater Estates                                                                        
416066    |Quinault Mobile Home Park                                                                           
417007    |Desert Pines MHP - Kennewick                                                                        
417007NDW |Desert Pines MFH Park N DW                                                                          
417064    |Santiago Bridgewater Est- Kenn                                                                      
420000    |Finley R2 MFH on Leased Lots 1                                                                      
420000NDW |Finley 2013Plus DWMFH on leased lots                                                                
420001    |Finley R2 MFH on Leased Lots                                                                        
42000DW   |Finley R2 DWMFH on Leased lots                                                                      
420999    |MH Dealer Offices in Reval 2                                                                        
423017    |Mac's Trailer Park- Kennewick                                                                       
423018    |Mecca Trailer Park- Kennewick                                                                       
423019    |Cloverleaf Trailer Park- Kenn                                                                       
423023    |Willow Trailer Court - Kenn                                                                         
423024    |Columbia Drive MHP- Kennewick                                                                       
423031    |Kelley Estates                                                                                      
423031DW  |Kelley Estates DW MFH                                                                               
423032    |Hamilton's Rv Park                                                                                  
423032DW  |Hamiltons RV Park DW MFH                                                                            
423344    |                                                                                                    
424020    |Vincent Village MHP- Kennewick                                                                      
424021    |Metz MHP - Kennewick                                                                                
424021DW  |Metz MHP DW MFH                                                                                     
424021NDW |Metz MHP Double Wide 2014+                                                                          
424021NSWL|Mets MFH Park Sigle wide w/ loft 2014+                                                              
424022    |Washington Square                                                                                   
424022DW  |Washington Square MFHP DW                                                                           
424025    |Riverside                                                                                           
424025DW  |Riverside DW                                                                                        
424027    |Country River Estates                                                                               
