branch_name,lineage_class,mergeability_class,root_commit_family,shares_ancestor_with_main_flag,merge_base_with_main,unrelated_history_flag,ahead_of_main,behind_main
fix/sql-password-history-postgres-741,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2544,194
fix/ssh-keyscan-kex,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1858,194
fix/ssh-retry-hardening,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1875,194
fix/ssh-retry-heredoc-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1876,194
fix/stage2-cert-canonical-stepcodes-739,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2548,194
fix/tdc-allowlist-token-defs,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1439,194
fix/tier1-workflow-validation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1013,194
fix/truth-audit-portable-regex,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1900,194
fix/ui-phase2-enable-tests,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,953,194
fix/wo-ai-consolidation-004c-a-status-honesty,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,182
fix/wo-ai-consolidation-004c-b1-service-honesty,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,181
fix/wo-ai-consolidation-004c-b2a-honesty,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,180
fix/wo-ai-consolidation-004c-b3-aiswarm369,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,3,179
fix/wo-cf-b2c-target-agent-count-default,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,173
fix/wo-cf-b2d-empty-fleet-metrics,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,172
fix/wo-cf-b2e-agentstatus-snapshot-coherence,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,170
fix/wo-cf-b2f-zero-fabricated-metrics,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,169
fix/wo-cf-b2g-zero-analytics-sync-fabrications,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,169
fix/wo-data-004b-fix7a-sale-width-migration,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,0,119
fix/wo-data-004b-scale-001y-safe-default,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,117
fix/wo-openapi-001-emergency-protocol-dto,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,174
fix/wo-ports-001-enhancement-urls,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,175
fix/wo-sec-0001-shell-quote-override,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,20eda5470,false,16,147
fix/workbench-loading-aria,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2614,194
fix/workbench-parcel-boot-auth-gate,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,f9c195f2e,false,162,189
hotfix/revert-pr-314-orphaned-code,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1088,194
master,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,202,194
ops/edge-proxy-transition,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1884,194
ops/evidence-staging-ui-smoke-9tabs,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1910,194
ops/ghcr-public-deletion-evidence,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1882,194
ops/husky-bootstrap-restore,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1434,194
ops/production-lane,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1874,194
ops/shared-edge-proxy,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1883,194
ops/staging-deploy-pipeline,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1855,194
ops/staging-dns-acme,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1890,194
phase4b/organize-telemetry-stack,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,751,194
phase4b/slice-1-ci-gates,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,751,194
phase4b/slice-2-policy-contracts,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,751,194
phase4b/slice-3-backend-telemetry,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,751,194
phase4b/slice-4-os-shell-sentinel,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,752,194
phase4b/slice-5-ui-ambient,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,752,194
phase4b/slice-6-app-manifests,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,752,194
phase4c/docs-fast-lane,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,769,194
phase4c/docs-fast-lane-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,770,194
phase4c/seal-docs-fast-pass,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,771,194
phase4c/workflow-paths-filters,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,768,194
plan/r2-extraction-plan,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1763,194
post-r3/copilot-dais-wiring-and-honesty,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2081,194
post-r3/w5f-registry-edge-cleanup,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2075,194
r1.1/governed-tool-expansion,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1748,194
r1/cx22-parcel-dossier-v0,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1651,194
r1/cx23-parcel-dossier-details,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1650,194
r1/cx24-dossier-trace-metadata,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1652,194
r1/cx25-dossier-evidence-snapshot,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1655,194
r1/cx26-frontend-dossier-evidence,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1658,194
r1/cx27-runtime-smoke-fixes,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1661,194
r1/integration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1752,194
r1/week2-cx20-costforge-contracts,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1648,194
r1/week3-cx21-levy-persistence,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1649,194
r1/workspace-hardening,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1649,194
r2.5/frontend-tool-wiring,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1817,194
r2.6/read-only-tool-wiring,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1820,194
r2.7/write-low-drafting,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1822,194
r2.8/write-high-boe,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1821,194
r2/dod-formal-closure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1814,194
r2/frontend-honesty-fixes,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1759,194
r2/full-plan-integration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1780,194
r2/w1-forge-01-cost-matrices,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1764,194
r2/w10-real-atlas-gis,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1776,194
r2/w11-real-dais-permits,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1778,194
r2/w12-real-levy-engine,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1780,194
r2/w13-real-dossier-documents,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1782,194
r2/w14-real-income-approach,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1784,194
r2/w15-real-sales-comparison,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1786,194
r2/w16-real-reconciliation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1786,194
r2/w17-real-valuation-lineage,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1788,194
r2/w18-real-arcgis-integration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1788,194
r2/w19-full-map-workflows,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1777,194
r2/w2-atlas-gis,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1761,194
r2/w20-terra-exempt,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1778,194
r2/w21-appeal-cert,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1779,194
r2/w22-notice-queue,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1780,194
r2/w23-dossier-documents,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1781,194
r2/w24-dossier-document-mgmt,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1791,194
r2/w25-forge-real-valuation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1793,194
r2/w3-dais-pilt,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1761,194
r2/w4-dossier-docmgmt,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1761,194
r2/w5-cross-suite-enablement,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1766,194
r2/w6-cleanup-pilt-writes,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1768,194
r2/w7-pacs-county-isolation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1770,194
r2/w8-real-pilt-calculator,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1772,194
r2/w9-real-costforge-calculator,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1774,194
r2/wave-26-forge-ols-regression,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-27-forge-bayesian-montecarlo,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-28-forge-spatial-autocorrelation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-29-forge-market-analysis,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-30-forge-rcw-calculators,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-31-forge-levy-certification,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-32-forge-data-quality,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-33-forge-etl-sync,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-34-forge-ml-integration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave-35-forge-valuation-pipeline,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1798,194
r2/wave1-forge-extraction,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1812,194
r2/waves-26-35-integration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1804,194
r3/cx-backend-controllers,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1846,194
r3/full-execution,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1828,194
release/v1.0.0-benton-bootstrap,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,479,194
release/v1.0.0-benton-rc.1,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,428,194
rescue/fisma-lockout-passwordhistory,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1419,194
rescue/sync-2026-02-23,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1403,194
revert/phase46-back-to-hygiene,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,532,194
revert/pr-717-terra-pilt,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2530,194
scope-determinism,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,493,194
scope-governance,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,492,194
ship/local-agent-2026-04-27,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2542,194
snyk-fix-062bced1551e9a66c5df3a113d426b88,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,585,194
snyk-fix-086e72b8f0a8269ecdc6f5ce64f0b360,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,458,194
snyk-fix-0b4a84db257a33ead5012252e58cf82f,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,608,194
snyk-fix-0ff0f18791c2c64bc3bdfaf3321425ec,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,935,194
snyk-fix-111022b6f307b2d4849076123ef3bc8a,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,608,194
snyk-fix-17d97a93dca743f609563b6d2bce5701,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,586,194
snyk-fix-180d1b2bcb077bf9458dfa93d3def998,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,805,194
snyk-fix-238581abc0fffd5521ba77acbfe409a8,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,871,194
snyk-fix-23b38a24177428aa1627239c5224d028,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,586,194
snyk-fix-2a346d51eb81bc6c92c5ce6ca10d5199,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,715,194
snyk-fix-33fbf7e5c7d052513551c5ff495bbae5,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,458,194
snyk-fix-3753becfe060fc20dd68838f0cda8237,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,464,194
snyk-fix-3d515a0aaf1c52efc6b6ad298174d7cb,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,416,194
snyk-fix-3d8fa49dc99d14656ff84eb1032ff736,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,871,194
snyk-fix-45a16bfd7f5768213b6f04ebf3fd13bb,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,608,194
snyk-fix-46a97f78ea4be5f07f0ff5510565462d,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,802,194
snyk-fix-4fb486c9067968b6f1fc93a01bb0b2e9,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1013,194
snyk-fix-5038c4577779f26349d84c6ffbc0664e,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,935,194
snyk-fix-567f5413f9d47bdf7f29c8de88e63dc2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,805,194
snyk-fix-57b295394a8c252300d36c23410ab35a,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,805,194
snyk-fix-5c357d08500d531271a8a8fdcc94a5ff,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,805,194
snyk-fix-5f9e5b01a77778604179ef25b13455a4,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,586,194
snyk-fix-633ac800e105573391c06d406015e05f,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,978,194
snyk-fix-6c84e30cafdc7411626066abfc03f861,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,608,194
snyk-fix-6e2687bb2bcf6f915f54e74b342d9bfa,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,935,194
snyk-fix-6e61678efbd67d06ac5d99005ea8c2e0,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,935,194
snyk-fix-7c4ae8a41035ac69fe47f759b455bb27,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,586,194
snyk-fix-7c4f993b01dc561f807c1b93bfeba729,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,468,194
snyk-fix-7ffce91dba8889ad3156762282f1f1b9,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,458,194
snyk-fix-8905e2f76669e111fb34df0129e6a953,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,458,194
snyk-fix-8d33846876f9170fca7a942a17ece19f,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,586,194
snyk-fix-90890bf25142217a5cf72824c1350394,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,585,194
snyk-fix-94cf6af850ca73a3e238258e01cb567a,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,624,194
snyk-fix-954ab7fa688b87a08102950b37c1b89e,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,472,194
snyk-fix-986f5097c96b149f6d8d8f0007866533,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,586,194
snyk-fix-a1a0bb15e6a9b47b6ebbdcafeefadb7e,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1013,194
snyk-fix-a1f506280a635fbce6c2f45d091fd7d7,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,436,194
snyk-fix-bc66934544b4957651c3b6cc8a82c2d7,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,805,194
snyk-fix-be7348ef54b94a6ab6d654513f0146aa,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,956,194
snyk-fix-bf1f1441585298cf53d02136cd141807,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1041,194
snyk-fix-c78d3e35bf99b0009c8204c3128cf749,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,858,194
snyk-fix-c809c945650e7214c77745dad2a4141f,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,458,194
snyk-fix-ca6c7752b4e46b362bc86ad98df2ee92,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,458,194
snyk-fix-d4cb581c6583530970192b5a73741ec9,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,803,194
snyk-fix-d5823b74557e66236eb5049e8612c6a8,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,978,194
snyk-fix-d866892b7fe890c25d4e26fc3a344269,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,464,194
snyk-fix-d8e068259cc4b8d601114d4e481b0563,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,458,194
snyk-fix-e6a4ab2da5632504c44289a1410eab6e,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,805,194
snyk-fix-eacc624b9e831ccd7f57fc9e5224c212,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,586,194
snyk-fix-ecb6e9a6c6ab1f497f8888e8027a89af,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,468,194
snyk-fix-ecb82e19cd061af6dd5be27a5efbc8a5,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,464,194
snyk-fix-ee04d03385026f4f25f0462f700a2834,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,953,194
snyk-fix-eec0e7bb4b60aadd5a7002a7d68fa055,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,935,194
snyk-fix-f40774d810025b173f617ca15de70ced,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1013,194
snyk-fix-fdba9b453e66169c53e29cfebad7e425,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,715,194
snyk-upgrade-12acbf62d3ab426342dc6fdefe1265ca,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,805,194
snyk-upgrade-4d2e042fdb6fdb809e0a43460288f9a8,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,303,194
snyk-upgrade-f3c2a8891e87f90d410f40835d881bd9,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,805,194
solo-velocity-mode,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,685,194
test/bucket-c-smoke,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,775,194
test/doc-truth-audit-tripwires,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1898,194
test/governance-smoke-verification,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1033,194
test/plan-json-purity,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1059,194
tf-agent-accept-wo-accept-repair-001-v2,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,142
tf-agent-ci-azure-devops-migration,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,3,139
tf-agent-ci-june10-gate-restore,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3842,194
tf-agent-ci-opentelemetry-timing-fix,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,168
tf-agent-county-phase4-39-county-posture,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3848,194
tf-agent-forge-wo-forge-002,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3882,194
tf-agent-forge-wo-forge-002-v2,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,22559f26f,false,13,5
tf-agent-forge-wo-forge-003,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3884,194
tf-agent-forge-wo-forge-004,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3886,194
tf-agent-forge-wo-forge-005-default-proof,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,3,150
tf-agent-forge-wo-forge-005-no-mutation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3890,194
tf-agent-forge-wo-forge-005-proof-pnpm-fix-v2,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,149
tf-agent-forge-wo-forge-005-proof-workflow-v3,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3892,194
tf-agent-forge-wo-forge-005-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3888,194
tf-agent-integration-forge-runtime-posture,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3855,194
tf-agent-integration-home-gis-restore,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3852,194
tf-agent-nav-phase5-os-navigation-visible-contract-v3,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3862,194
tf-agent-os-wo-os-accept-001,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,0,144
tf-agent-phase6-content-root-startup-fix-clean,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3866,194
tf-agent-phase6-forge-runtime-pacs-leak-removal-v3,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3880,194
tf-agent-phase6-forge-sqlite-schema-or-projection-gap-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3880,194
tf-agent-phase6-health-anonymous-contract-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3870,194
tf-agent-phase6-hostinger-public-proof,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3896,194
tf-agent-phase6-production-auth-reconciliation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3864,194
tf-agent-phase6-workbench-forge-tab-auth-regression-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3878,194
tf-agent-stabilization-wo-os-proof-packet-001,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,143
tf-agent-workbench-atlas-tab-integration,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,188
tf-agent-workbench-pwb-truth-freeze-wo01,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,181
tf-agent-workbench-runtime-reconciliation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3859,194
tooling/tf-slice,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,753,194
ui/ecosystem-suite-wiring-01,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,966,194
ui/ecosystem-suite-wiring-03-atlas,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,969,194
ui/ecosystem-suite-wiring-04-forge,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,970,194
ui/ecosystem-suite-wiring-05-dais,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,972,194
ui/phase1-correlationid-errors,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,944,194
ui/phase2-tool-execution,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,951,194
ui/phase6-2-invocation-history-everywhere,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,973,194
ui/phase6-3-legacy-telemetry,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,974,194
ui/phase6-4-legacy-wiring,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,976,194
ui/phase6-ux-consolidation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,973,194
ui/phase7-legacy-burndown-viewer,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,976,194
ui/tokens-anchors-foundation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1423,194
ui/tokens-b2-21-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1451,194
ui/tokens-b2-22-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1452,194
ui/tokens-b2-23-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1453,194
ui/tokens-b2-24-prep-no-contract,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1454,194
ui/tokens-b2-25-prep-no-contract,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1455,194
ui/tokens-b2-26-prep-no-contract,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1456,194
ui/tokens-b2-27-prep-no-contract,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1457,194
ui/tokens-b2-28-prep-no-contract,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1458,194
ui/tokens-b2-30-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1461,194
ui/tokens-b2-31-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1462,194
ui/tokens-b2-32-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1463,194
ui/tokens-b2-33-prep-css-only,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1464,194
