branch_name,lineage_class,mergeability_class,root_commit_family,shares_ancestor_with_main_flag,merge_base_with_main,unrelated_history_flag,ahead_of_main,behind_main
docs/wo-ai-discovery-completion,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,186
docs/wo-ai-docs-001-ai-truth-sweep,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,178
docs/wo-ai-docs-002-ai-broad-sweep,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,177
docs/wo-data-004b-evidence-only,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,0,123
docs/wo-data-004b-fix2a-pacs-copy-evidence,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3868,194
docs/wo-data-004b-fix2a-v2,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,141
docs/wo-data-004b-fix2b-attach-vintage,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,140
docs/wo-data-004b-fix3-parcel-drain,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,139
docs/wo-data-004b-scale-001-decision,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,3,118
docs/wo-data-004b-scale-001-results,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,0,98
docs/wo-data-004b-scale-001x-topn-failure,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,118
docs/wo-test-honesty-1008,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,176
dx-01/dev-bootstrap-dossier-runtime,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1669,194
evidence/terraforge-runtime-proof,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2756,194
feat/activity-feed-backend-api,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1508,194
feat/atlas-maplibre-migration,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,5d692d9dd,false,8,3
feat/atlas-suite-ci-contract-repair,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,20eda5470,false,26,147
feat/attr-drain-1-imprv-attr-quarantine,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2592,194
feat/attr-pop-1-attribute-dictionary-populator,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2587,194
feat/attr-pop-2-value-grain-populator,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2594,194
feat/auth-prometheus-criticals-v1,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2620,194
feat/badge-providers-backend-api,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1505,194
feat/batch-cost-run-live-api,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2764,194
feat/bento-grid-component,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1496,194
feat/block-d-arcgis-reconciliation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2535,194
feat/block-f-dashboard-parity,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2533,194
feat/block-g-canonical-era,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2535,194
feat/block-g-conversion-era,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2534,194
feat/block-g-era-filter,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2536,194
feat/block-g-pre-conversion-gate,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2537,194
feat/canon-agent-task-state-machine,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,b695323d0,false,1,149
feat/canon-cli,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,20eda5470,false,1,147
feat/canon-evidence-bundle,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,c416e5a9e,false,1,152
feat/canon-gate-scripts,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,8995a41c4,false,1,155
feat/canon-gates-enforce,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,cf1b1b234,false,1,148
feat/canon-loader-fail-loud-hardening,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,d061b81a5,false,1,156
feat/canon-strict-gates-canon-owned-paths,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,20eda5470,false,2,147
feat/canonical-tf-land-projection,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3824,194
feat/cicd-prometheus-criticals-v1,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2626,194
feat/claims-ledger-skeleton,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1079,194
feat/context-mode-scenes,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1508,194
feat/cuforge-fullstack-api,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2759,194
feat/cuforge-os-shell-integration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2760,194
feat/cuforge-workspace-ui,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2758,194
feat/cuforge-zustand-live-api,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2763,190
feat/dashboard-1-sync-doctrine-console,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2590,194
feat/devos-cli-tooling,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,434,194
feat/docs-fisma-honest-baseline,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2617,194
feat/doctrine-closure-1-unified-runner,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2583,194
feat/doctrine-status-1-operator-readout,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2585,194
feat/forge-cost-reference-v2,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,1,152
feat/geometry-fips-config,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3833,194
feat/gis-pop-1-geometry-lane-closure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2581,194
feat/governance-evidence-workflow-fix,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1096,194
feat/governance-evidence-workflow-fix-2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1100,194
feat/governance-index-and-observe-seal,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,435,194
feat/imp-pop-1-improvement-lane-closure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2577,194
feat/infra-prometheus-criticals-v1,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2619,194
feat/intelligence-preview,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,679d685f8,false,19,158
feat/june10-dev39-runtime-truth,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,3897,194
feat/land-pop-1-land-lane-closure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2579,194
feat/liquid-glass-os-chrome,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1494,194
feat/muse-router-status-v3,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2523,194
feat/native-app-integrations,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2666,194
feat/observability-prometheus-criticals-v1,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2621,194
feat/os-canon-diff-risk-viewer,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,55fa7ac0f,false,14,9
feat/os-canon-evidence-viewer,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,20eda5470,false,7,147
feat/os-canon-gate-runner-panel,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,20eda5470,false,8,147
feat/os-canon-runtime-status-panel,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,20eda5470,false,4,147
feat/os-canon-task-console,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,20eda5470,false,5,147
feat/os-shell/phase-32-moduleloader-startmenu-integration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,470,194
feat/own-pop-1-owner-lane-closure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2573,194
feat/own-pop-2-wsdor-closure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2575,194
feat/phase10-async-safety,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1107,194
feat/phase11-pragma-cleanup,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1107,194
feat/phase12-orphan-interface-stubs,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1109,194
feat/phase13-trace-contract-hardening,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1110,194
feat/phase14-tool-riskpolicy-write-lanes,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1111,194
feat/phase15-canon-naming-sentinel,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1112,194
feat/phase15-naming-drift-sentinel,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1112,194
feat/phase16-operations-stub-eradication,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1116,194
feat/phase16-operations-stubs,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1113,194
feat/phase17-auth-and-ops-composition-guard,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1119,194
feat/phase17-ui-auth-integrity,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1116,194
feat/phase18-reactive-auth-boundary,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1119,194
feat/phase19-token-consumer-migration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1123,194
feat/phase20-real-login-exchange,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1127,194
feat/phase21-regression-clean,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1130,194
feat/phase22-desktop-canonical-modules,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1128,194
feat/phase23-router-registry-contract,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1128,194
feat/phase24-desktop-launch-smoke,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1129,194
feat/phase31-terracanon-workspace-bootstrap,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1137,194
feat/phase32-open-empty-workspace-intent,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1138,194
feat/phase33-workspace-identity,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1139,194
feat/phase34-rename-workspace-intent,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1141,194
feat/phase35-multi-workspace-switcher,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1142,194
feat/phase36-close-workspace-intent,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1142,194
feat/phase37-reopen-workspace-intent,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1143,194
feat/phase38-workspace-persistence-spine,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1144,194
feat/phase39-persisted-reopen,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1145,194
feat/phase4-audit-completeness,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1112,194
feat/phase4-jwt-edge-followthrough,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1095,194
feat/phase4-seal-visibility-polish,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1093,194
feat/phase4-token-revocation-persistence,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1112,194
feat/phase42-barrel-export,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1149,194
feat/phase47-operational-hardening,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1156,194
feat/phase48-core-contracts,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1156,194
feat/phase49-canon-preflight,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1157,194
feat/phase5-security-services,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1089,194
feat/phase50-1-canon-convergence,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1181,194
feat/phase50-canon-module-host,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1159,194
feat/phase51-tool-registry-inspector,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1160,194
feat/phase6-runtime-hardening,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1095,194
feat/phase8-runtime-safety,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1095,194
feat/phase9-security-hardening,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1099,194
feat/prometheus-h7-secret-hygiene,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2738,194
feat/prometheus-h8-metrics-instrumentation-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2742,194
feat/prometheus-h9-release-hygiene,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2698,194
feat/quarantine-toolchain,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1058,194
feat/quarantine-toolchain-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1058,194
feat/queued-unavailable-canon,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2618,194
feat/r0-surface-honesty,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2711,194
feat/r1-parallel-streams,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2519,194
feat/sale-drain-1-noparcelxref-quarantine,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2597,194
feat/stage2-stage3-r3-closure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2516,194
feat/suite-home-archetype,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2615,194
feat/suite-stage-tabs-wave2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1506,194
feat/sync-complete-1-production-drain-infra,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2585,194
feat/sync-complete-2-full-corpus-runner,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2608,194
feat/sync-complete-2-reconciliation-policy-fix,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2614,194
feat/sync-complete-2-v2-stage-resume,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2613,194
feat/sync-complete-2-v3-year-sliced-imprv-attr,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2616,194
feat/sync-corpus-expose-last-completed-stage,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2616,194
feat/sync-d4-neighbor-lookup,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2598,194
feat/sync-doctrine-1-ratio-policy,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2611,194
feat/sync-doctrine-2-promoter-dual-surface,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2589,194
feat/sync-doctrine-4-impl,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2588,194
feat/sync-doctrine-4-impl-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2589,194
feat/sync-doctrine-4-impl-v3,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2590,194
feat/sync-doctrine-4-impl-v4,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2591,194
feat/sync-doctrine-4-impl-v5-backfill,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2593,194
feat/sync-doctrine-4-impl-v6-canonical-backfill,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2594,194
feat/sync-doctrine-4-impl-v7-quarantine-profile,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2595,194
feat/sync-doctrine-4-impl-v8-attr-dict-startup,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2596,194
feat/sync-doctrine-4-impl-v9-hosted-test,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2597,194
feat/sync-doctrine-5-sales-qualification-codes,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2611,194
feat/sync-e1-dicts-g2-tfparcel-era,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2601,194
feat/sync-f1-openwork-queue,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2604,194
feat/sync-f2-sales-review-queue,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2608,194
feat/sync-f3-improvement-fieldcheck-queue,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2606,194
feat/sync-f4-land-segment-exceptions,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2602,194
feat/sync-g3-erafilter-readendpoints,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2600,194
feat/sync-pacs-truth-p1,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2809,194
feat/sync-pop-2-pacs-sales-real-source,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2559,194
feat/sync-pop-3-targeted-supp-overlap,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2564,194
feat/sync-pop-4a-property-landing,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2565,194
feat/sync-pop-4b-parcel-spine-truth,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2567,194
feat/sync-pop-4c-canonical-parcel,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2569,194
feat/sync-pop-4d-final-closure,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2571,194
feat/sync-ux-1a-quarantine-triage,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2616,194
feat/sync-ux-1b-commits-evidence,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2609,194
feat/sync-ux-1c-corpus-runner,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2613,194
feat/sync-v4-control-plane-p1-2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2826,194
feat/sync-workbench-f-quarantine-triage,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2605,194
feat/sync-workbench-g-commit,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2606,194
feat/sync-workbench-h-evidence,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2607,194
feat/tactile-commitment-buttons,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1500,194
feat/tahoe-desktop-visual-pass,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1476,194
feat/terraatlas-full-production,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,0,70
feat/terracanon-phase4-security,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1096,194
feat/tf-cli-phase2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1915,194
feat/wo-ai-consolidation-004b-truthful-status,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,4,188
feat/wo-ai-consolidation-005-localops-adopt,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,184
feat/workbench-contribution-pattern,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1514,194
feat/workflow-inventory-enforcement,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1076,194
feature/control-plane-v1,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1092,194
feature/costforge-production-ready,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2749,194
feature/dev-adapter-ci-cleanup,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2504,194
feature/disable-marketplace-default,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,295,194
feature/phase4-sprint1-storage,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1140,194
feature/pilot-phases-plan,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2499,194
feature/salesforge-production-ready,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2748,194
feature/terraforge-api-tests,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2755,194
feature/tf-substrate-rename,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,318,194
fix/005-parse-verdict-leading-label,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,183
fix/auth-hardening-controller-permission-gates-739,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2552,194
fix/backend-test-restoration,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2521,194
fix/backend-tests-issue-266,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1043,194
fix/ci-batch-workflow-fixes-issue-266,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1046,194
fix/ci-dockerfile-api-case,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2593,194
fix/ci-hygiene-3-backend-tests-timeout,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2541,194
fix/ci-hygiene-auth-residuals-739,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2553,194
fix/ci-reusable-workflow-env,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,681,194
fix/ci-vitest-path-main,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,432,194
fix/cockpit-trace-bridge,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,185
fix/consciousness-engine-stub-733,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2540,194
fix/costforge-cat3-honesty,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,166
fix/desktop-os-windowed-launch,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1491,194
fix/deterministic-soul-build,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1059,194
fix/dns-preflight-warning,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1878,194
fix/docker-build-compat,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1860,194
fix/docker-project-restore,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1865,194
fix/dx-context-pack-scan-bound,MAIN-CURRENT (f2511bb),CONTAINED,f2511bbce,true,0459824d2,false,0,14
fix/dx-tests-inmemory-pivot-739,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2553,194
fix/evidence-env-file,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1874,194
fix/frontend-ci-workflow,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,295,194
fix/geom-fips-config-clean,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,96
fix/geom-slice-control,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,3,97
fix/ghcr-cutover-secret-sanitization,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1877,194
fix/ghcr-remote-auth,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1862,194
fix/ghcr-ssh-docker-login,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1870,194
fix/governance-8.6,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,714,194
fix/governance-8.6-v2,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,722,194
fix/health-check-dns-fallback,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1879,194
fix/health-check-head-to-get,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1872,194
fix/improvement-varchar32-widen,THIRD-ROOT (5d16d8f),PORT-ONLY,5d16d8fee,false,NONE,true,2,89
fix/land-drain-propsupp-bulk-source,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,3de2242c9,false,6,12
fix/leak-guard-coverage-gaps,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1440,194
fix/liquid-panel-position-override,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1523,194
fix/lockfile-sync,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,517,194
fix/os-shell-design-system-adoption,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1471,194
fix/perf-lane-issue-266,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1045,194
fix/phase1-leak-guard-vitest-imports,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1432,194
fix/phase48-toolrunner-preflight,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1429,194
fix/post-merge-truth-triage,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1928,194
fix/pr458-ci-repairs,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1493,194
fix/projector-delete-insert-atomicity,MAIN-CURRENT (f2511bb),MERGE-CANDIDATE,f2511bbce,true,f9c195f2e,false,128,189
fix/quarantine-review-fixes,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1057,194
fix/r14-phase2p0-stale-contract-758,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2554,194
fix/r16-daiscert-canonical-stepcodes-739,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2552,194
fix/r1week2-cx8-cama-seed-gap-739,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2550,194
fix/r1week5-closure-async-await-739,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2546,194
fix/r2wave32-stale-contract-751,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2555,194
fix/r2wave38-stale-contract-752,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2559,194
fix/r2wave39-stale-contract-753,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2557,194
fix/r2wave43-controllercontext-fixture-739,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2556,194
fix/registry-handlers-governance,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2757,194
fix/remove-vitest-imports-leak-guards,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1429,194
fix/rollback-health-dns-fallback,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1880,194
fix/scope-classifier-vitest-isolation,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,499,194
fix/seal-gate-helm-bootstrap-mode,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,2558,194
fix/security-scan-issue-266,LEGACY (7c26657),PORT-ONLY,7c266576a,false,NONE,true,1046,194
